"Typ","QuarCd","QuarLang","ZoneSort","ZoneLang","Jahr","FrQmBodenGanzeLieg","FrQmBodenStwE","FrQmBodenAlleHA","FrQmBodenNettoGanzeLieg","FrQmBodenNettoStwE","FrQmBodenNettoAlleHA","FrQmWohnflStwE"
"Zahl",115,"Oerlikon",101,"Zentrumszonen",2020,"1–3","1–3","1–3","","","","19"
"Zahl",115,"Oerlikon",101,"Zentrumszonen",2019,"","1–3","1–3","","","","14"
"Zahl",115,"Oerlikon",101,"Zentrumszonen",2018,"","","","","","","15"
"Zahl",115,"Oerlikon",101,"Zentrumszonen",2017,"","","1–3","","","","48"
"Zahl",115,"Oerlikon",101,"Zentrumszonen",2016,"","","","","","","20"
"Zahl",115,"Oerlikon",101,"Zentrumszonen",2015,"","","1–3","","","","36"
"Zahl",115,"Oerlikon",101,"Zentrumszonen",2014,"1–3","","1–3","","","","25"
"Zahl",115,"Oerlikon",101,"Zentrumszonen",2013,"1–3","","1–3","","","","48"
"Zahl",115,"Oerlikon",101,"Zentrumszonen",2012,"1–3","","1–3","","","","31"
"Zahl",115,"Oerlikon",101,"Zentrumszonen",2011,"1–3","","1–3","","","","37"
"Zahl",115,"Oerlikon",101,"Zentrumszonen",2010,"1–3","","1–3","","","","32"
"Zahl",115,"Oerlikon",101,"Zentrumszonen",2009,"1–3","1–3","1–3","","","","26"
"Zahl",115,"Oerlikon",101,"Zentrumszonen",2008,"","","","","","",""
"Preis",115,"Oerlikon",103,"Quartiererhaltungszonen",2021,"18905","26646","20104","13027","18934","15347","12830"
"Preis",115,"Oerlikon",103,"Quartiererhaltungszonen",2020,"10604","17282","13262","6599","5738","5778","13610"
"Preis",115,"Oerlikon",103,"Quartiererhaltungszonen",2019,"26868",".","21618","7990",".","7990","13790"
"Preis",115,"Oerlikon",103,"Quartiererhaltungszonen",2018,"13367","23222","19514","6492","13062","10475","11500"
"Preis",115,"Oerlikon",103,"Quartiererhaltungszonen",2017,"26246",".","26246","15286",".","15286","12610"
"Preis",115,"Oerlikon",103,"Quartiererhaltungszonen",2016,"19737",".","19737","7065",".","7065","10260"
"Preis",115,"Oerlikon",103,"Quartiererhaltungszonen",2015,"12610",".","12610","5074",".","5074","11250"
"Preis",115,"Oerlikon",103,"Quartiererhaltungszonen",2014,"14178",".","14178","6256",".","6256","8570"
"Preis",115,"Oerlikon",103,"Quartiererhaltungszonen",2013,"11364",".","11364","7514",".","7514","10460"
"Preis",115,"Oerlikon",103,"Quartiererhaltungszonen",2012,"13744","12633","13189","11019","6207","6207","9090"
"Preis",115,"Oerlikon",103,"Quartiererhaltungszonen",2011,"10008","16705","12764","5263","6544","5457","8000"
"Preis",115,"Oerlikon",103,"Quartiererhaltungszonen",2010,"16257","15028","15187","1178",".","1178","6920"
"Preis",115,"Oerlikon",103,"Quartiererhaltungszonen",2009,"6944","8101","11730","9602",".","10449","6560"
"Preis",115,"Oerlikon",103,"Quartiererhaltungszonen",2008,"3047",".","3047",".",".",".","."
"Zahl",115,"Oerlikon",103,"Quartiererhaltungszonen",2021,"3-5","1–3","4-6","","","","17"
"Zahl",115,"Oerlikon",103,"Quartiererhaltungszonen",2020,"1–3","1–3","1–3","","","","19"
"Zahl",115,"Oerlikon",103,"Quartiererhaltungszonen",2019,"3-5","","4-6","","","","14"
"Zahl",115,"Oerlikon",103,"Quartiererhaltungszonen",2018,"1–3","1–3","3-5","","","","15"
"Zahl",115,"Oerlikon",103,"Quartiererhaltungszonen",2017,"1–3","","1–3","","","","48"
"Zahl",115,"Oerlikon",103,"Quartiererhaltungszonen",2016,"1–3","","1–3","","","","20"
"Zahl",115,"Oerlikon",103,"Quartiererhaltungszonen",2015,"1–3","","1–3","","","","36"
"Zahl",115,"Oerlikon",103,"Quartiererhaltungszonen",2014,"1–3","","1–3","","","","25"
"Zahl",115,"Oerlikon",103,"Quartiererhaltungszonen",2013,"1–3","","1–3","","","","48"
"Zahl",115,"Oerlikon",103,"Quartiererhaltungszonen",2012,"1–3","1–3","2-4","","","","31"
"Zahl",115,"Oerlikon",103,"Quartiererhaltungszonen",2011,"6","1–3","7","","","","37"
"Zahl",115,"Oerlikon",103,"Quartiererhaltungszonen",2010,"1–3","1–3","1–3","","","","32"
"Zahl",115,"Oerlikon",103,"Quartiererhaltungszonen",2009,"1–3","1–3","6-8","","","","26"
"Zahl",115,"Oerlikon",103,"Quartiererhaltungszonen",2008,"1–3","","1–3","","","",""
"Preis",115,"Oerlikon",111,"Wohnzone 2",2021,".","6890","6890",".","3970","3970","12830"
"Preis",115,"Oerlikon",111,"Wohnzone 2",2020,"3092","5071","4559","2073","1877","1975","13610"
"Preis",115,"Oerlikon",111,"Wohnzone 2",2019,".","7555","7555",".","3068","3068","13790"
"Preis",115,"Oerlikon",111,"Wohnzone 2",2018,"5063","5491","5351","2947","2923","2484","11500"
"Preis",115,"Oerlikon",111,"Wohnzone 2",2017,"3820","7049","4218","2427","3332","2699","12610"
"Preis",115,"Oerlikon",111,"Wohnzone 2",2016,"4670","7355","5630","2923","4594","3327","10260"
"Preis",115,"Oerlikon",111,"Wohnzone 2",2015,"3026","6410","3691","1683","3028","1941","11250"
"Preis",115,"Oerlikon",111,"Wohnzone 2",2014,"2517",".","2614","1285",".","1188","8570"
"Preis",115,"Oerlikon",111,"Wohnzone 2",2013,"2620","3800","3158","1383","1803","1383","10460"
"Preis",115,"Oerlikon",111,"Wohnzone 2",2012,"2985","7702","4040","1133","4488","1744","9090"
"Preis",115,"Oerlikon",111,"Wohnzone 2",2011,"2959","1797","2886","2002","33","1881","8000"
"Preis",115,"Oerlikon",111,"Wohnzone 2",2010,"2585","5043","3221","994","2062","1024","6920"
"Preis",115,"Oerlikon",111,"Wohnzone 2",2009,"2140","5163","2390","715","2263","986","6560"
"Preis",115,"Oerlikon",111,"Wohnzone 2",2008,"3049","6085","4567","1748","2629","2188","."
"Zahl",115,"Oerlikon",111,"Wohnzone 2",2021,"","1–3","1–3","","","","17"
"Zahl",115,"Oerlikon",111,"Wohnzone 2",2020,"1–3","1–3","3-5","","","","19"
"Zahl",115,"Oerlikon",111,"Wohnzone 2",2019,"","1–3","1–3","","","","14"
"Zahl",115,"Oerlikon",111,"Wohnzone 2",2018,"6","4","11","","","","15"
"Zahl",115,"Oerlikon",111,"Wohnzone 2",2017,"6","4","10","","","","48"
"Zahl",115,"Oerlikon",111,"Wohnzone 2",2016,"7","7","16","","","","20"
"Zahl",115,"Oerlikon",111,"Wohnzone 2",2015,"9","5","15","","","","36"
"Zahl",115,"Oerlikon",111,"Wohnzone 2",2014,"7","","8","","","","25"
"Zahl",115,"Oerlikon",111,"Wohnzone 2",2013,"4","1–3","6","","","","48"
"Zahl",115,"Oerlikon",111,"Wohnzone 2",2012,"6","4-6","10","","","","31"
"Zahl",115,"Oerlikon",111,"Wohnzone 2",2011,"1–3","1–3","5","","","","37"
"Zahl",115,"Oerlikon",111,"Wohnzone 2",2010,"7","3-5","12","","","","32"
"Zahl",115,"Oerlikon",111,"Wohnzone 2",2009,"8","1–3","11","","","","26"
"Zahl",115,"Oerlikon",111,"Wohnzone 2",2008,"1–3","1–3","1–3","","","",""
"Preis",115,"Oerlikon",112,"Wohnzone 3",2021,"7002",".","7002","5847",".","5847","12830"
"Preis",115,"Oerlikon",112,"Wohnzone 3",2020,"4919","12929","12742","3178","8021","7834","13610"
"Preis",115,"Oerlikon",112,"Wohnzone 3",2019,"5298",".","5298","2199",".","2199","13790"
"Preis",115,"Oerlikon",112,"Wohnzone 3",2018,"4961","8066","5963","2616","4927","3229","11500"
"Preis",115,"Oerlikon",112,"Wohnzone 3",2017,"3496","14465","13523","1834","5789","3844","12610"
"Preis",115,"Oerlikon",112,"Wohnzone 3",2016,"4136","11316","8214","2155","5998","3433","10260"
"Preis",115,"Oerlikon",112,"Wohnzone 3",2015,"3446","15146","15102","1417","4931","3589","11250"
"Preis",115,"Oerlikon",112,"Wohnzone 3",2014,"4869","7982","6111","2191","4102","2633","8570"
"Preis",115,"Oerlikon",112,"Wohnzone 3",2013,"3910","12924","12821","1959","6257","6154","10460"
"Preis",115,"Oerlikon",112,"Wohnzone 3",2012,"3411","8985","5256","1941","3996","2277","9090"
"Preis",115,"Oerlikon",112,"Wohnzone 3",2011,"4041","7931","6375","1714","3258","2717","8000"
"Preis",115,"Oerlikon",112,"Wohnzone 3",2010,"3021","7631","4244","1117","3322","1788","6920"
"Preis",115,"Oerlikon",112,"Wohnzone 3",2009,"3959","6766","6184","1493","2361","2084","6560"
"Preis",115,"Oerlikon",112,"Wohnzone 3",2008,"3096","6988","6520","1362","2545","2261","."
"Zahl",115,"Oerlikon",112,"Wohnzone 3",2021,"1–3","","1–3","","","","17"
"Zahl",115,"Oerlikon",112,"Wohnzone 3",2020,"1–3","7-9","9","","","","19"
"Zahl",115,"Oerlikon",112,"Wohnzone 3",2019,"1–3","","1–3","","","","14"
"Zahl",115,"Oerlikon",112,"Wohnzone 3",2018,"9","4","13","","","","15"
"Zahl",115,"Oerlikon",112,"Wohnzone 3",2017,"8","41","49","","","","48"
"Zahl",115,"Oerlikon",112,"Wohnzone 3",2016,"8","8","16","","","","20"
"Zahl",115,"Oerlikon",112,"Wohnzone 3",2015,"4","28","33","","","","36"
"Zahl",115,"Oerlikon",112,"Wohnzone 3",2014,"8","14","22","","","","25"
"Zahl",115,"Oerlikon",112,"Wohnzone 3",2013,"5-7","25","31","","","","48"
"Zahl",115,"Oerlikon",112,"Wohnzone 3",2012,"8","11","21","","","","31"
"Zahl",115,"Oerlikon",112,"Wohnzone 3",2011,"10","14","24","","","","37"
"Zahl",115,"Oerlikon",112,"Wohnzone 3",2010,"22","19-21","42","","","","32"
"Zahl",115,"Oerlikon",112,"Wohnzone 3",2009,"12","18","30","","","","26"
"Zahl",115,"Oerlikon",112,"Wohnzone 3",2008,"7","17","24","","","",""
"Preis",115,"Oerlikon",113,"Wohnzone 4",2021,"7018","9037","8268","4625","6640","4988","12830"
"Preis",115,"Oerlikon",113,"Wohnzone 4",2020,"4985","13354","5718","3087","8385","3681","13610"
"Preis",115,"Oerlikon",113,"Wohnzone 4",2019,"5563","12164","8784","2553","5494","2997","13790"
"Preis",115,"Oerlikon",113,"Wohnzone 4",2018,"5318","9652","8651","1991","6214","3085","11500"
"Preis",115,"Oerlikon",113,"Wohnzone 4",2017,"4611","8338","6079","2336","6546","2842","12610"
"Preis",115,"Oerlikon",113,"Wohnzone 4",2016,"7744","9089","7744","5871","8308","7478","10260"
"Preis",115,"Oerlikon",113,"Wohnzone 4",2015,"6384","8923","8430","3260","5146","4306","11250"
"Preis",115,"Oerlikon",113,"Wohnzone 4",2014,"5369","8713","8460","2289","5943","4931","8570"
"Preis",115,"Oerlikon",113,"Wohnzone 4",2013,"4261","7212","6273","1765","3570","2132","10460"
"Preis",115,"Oerlikon",113,"Wohnzone 4",2012,"6685","8835","7812","757","3981","3861","9090"
"Preis",115,"Oerlikon",113,"Wohnzone 4",2011,"5273","14361","13956","2133","5196","5176","8000"
"Preis",115,"Oerlikon",113,"Wohnzone 4",2010,"6518","6488","6488","794","3140","1626","6920"
"Preis",115,"Oerlikon",113,"Wohnzone 4",2009,"3816","8490","4775","1281","2980","2594","6560"
"Preis",115,"Oerlikon",113,"Wohnzone 4",2008,"3535","10328","10174","1540","5616","5587","."
"Zahl",115,"Oerlikon",113,"Wohnzone 4",2021,"12","13","27","","","","17"
"Zahl",115,"Oerlikon",113,"Wohnzone 4",2020,"9","7","16","","","","19"
"Zahl",115,"Oerlikon",113,"Wohnzone 4",2019,"4-6","9","15","","","","14"
"Zahl",115,"Oerlikon",113,"Wohnzone 4",2018,"1–3","1–3","6-8","","","","15"
"Zahl",115,"Oerlikon",113,"Wohnzone 4",2017,"1–3","3-5","4-8","","","","48"
"Zahl",115,"Oerlikon",113,"Wohnzone 4",2016,"1–3","4-6","4-8","","","","20"
"Zahl",115,"Oerlikon",113,"Wohnzone 4",2015,"1-5","7","12","","","","36"
"Zahl",115,"Oerlikon",113,"Wohnzone 4",2014,"2-4","12-14","18","","","","25"
"Zahl",115,"Oerlikon",113,"Wohnzone 4",2013,"7","12-14","19-21","","","","48"
"Zahl",115,"Oerlikon",113,"Wohnzone 4",2012,"1–3","7-9","10-12","","","","31"
"Zahl",115,"Oerlikon",113,"Wohnzone 4",2011,"1–3","21-23","22-24","","","","37"
"Zahl",115,"Oerlikon",113,"Wohnzone 4",2010,"6","5-7","12-14","","","","32"
"Zahl",115,"Oerlikon",113,"Wohnzone 4",2009,"3-7","6","9-13","","","","26"
"Zahl",115,"Oerlikon",113,"Wohnzone 4",2008,"1–3","8","10","","","",""
"Preis",115,"Oerlikon",114,"Wohnzone 5",2021,"15970","8182","9879","9696","10978","9696","12830"
"Preis",115,"Oerlikon",114,"Wohnzone 5",2020,"10567","13016","12255","7880","7462","7880","13610"
"Preis",115,"Oerlikon",114,"Wohnzone 5",2019,"6215","10631","7293","3258","6580","4734","13790"
"Preis",115,"Oerlikon",114,"Wohnzone 5",2018,"8956","25550","14671","7984","16477","12230","11500"
"Preis",115,"Oerlikon",114,"Wohnzone 5",2017,"5333","8523","6928","2840","4014","3427","12610"
"Preis",115,"Oerlikon",114,"Wohnzone 5",2016,"10282","8287","8287","6926","3469","3469","10260"
"Preis",115,"Oerlikon",114,"Wohnzone 5",2015,"5552","7195","6373","3343","2370","2857","11250"
"Preis",115,"Oerlikon",114,"Wohnzone 5",2014,"4045","4190","4190","2197","1425","1910","8570"
"Preis",115,"Oerlikon",114,"Wohnzone 5",2013,"10967","15087","14925","6394","6166","6280","10460"
"Preis",115,"Oerlikon",114,"Wohnzone 5",2012,".","17952","17952",".","6383","6383","9090"
"Preis",115,"Oerlikon",114,"Wohnzone 5",2011,".",".",".",".",".",".","8000"
"Preis",115,"Oerlikon",114,"Wohnzone 5",2010,"4544","9833","6396","1610","6215","2279","6920"
"Preis",115,"Oerlikon",114,"Wohnzone 5",2009,".",".",".",".",".",".","6560"
"Preis",115,"Oerlikon",114,"Wohnzone 5",2008,".",".",".",".",".",".","."
"Zahl",115,"Oerlikon",114,"Wohnzone 5",2021,"1-5","7-9","14","","","","17"
"Zahl",115,"Oerlikon",114,"Wohnzone 5",2020,"5","4-6","9","","","","19"
"Zahl",115,"Oerlikon",114,"Wohnzone 5",2019,"1–3","4","7","","","","14"
"Zahl",115,"Oerlikon",114,"Wohnzone 5",2018,"1–3","1–3","5","","","","15"
"Zahl",115,"Oerlikon",114,"Wohnzone 5",2017,"1–3","1–3","1–3","","","","48"
"Zahl",115,"Oerlikon",114,"Wohnzone 5",2016,"1–3","1–3","1–3","","","","20"
"Zahl",115,"Oerlikon",114,"Wohnzone 5",2015,"1–3","1–3","1–3","","","","36"
"Zahl",115,"Oerlikon",114,"Wohnzone 5",2014,"2-4","1–3","5","","","","25"
"Zahl",115,"Oerlikon",114,"Wohnzone 5",2013,"1–3","8","9","","","","48"
"Zahl",115,"Oerlikon",114,"Wohnzone 5",2012,"","13","13","","","","31"
"Zahl",115,"Oerlikon",114,"Wohnzone 5",2011,"","","","","","","37"
"Zahl",115,"Oerlikon",114,"Wohnzone 5",2010,"1–3","1–3","4","","","","32"
"Zahl",115,"Oerlikon",114,"Wohnzone 5",2009,"","","","","","","26"
"Zahl",115,"Oerlikon",114,"Wohnzone 5",2008,"","","","","","",""
"Preis",115,"Oerlikon",115,"Wohnzone 6",2021,".","18907","18907",".","11953","11953","12830"
"Preis",115,"Oerlikon",115,"Wohnzone 6",2020,".","12022","12022",".","8387","8387","13610"
"Preis",115,"Oerlikon",115,"Wohnzone 6",2019,".",".",".",".",".",".","13790"
"Preis",115,"Oerlikon",115,"Wohnzone 6",2018,".",".",".",".",".",".","11500"
"Preis",115,"Oerlikon",115,"Wohnzone 6",2017,".",".",".",".",".",".","12610"
"Preis",115,"Oerlikon",115,"Wohnzone 6",2016,".",".",".",".",".",".","10260"
"Preis",115,"Oerlikon",115,"Wohnzone 6",2015,".",".",".",".",".",".","11250"
"Preis",115,"Oerlikon",115,"Wohnzone 6",2014,".",".",".",".",".",".","8570"
"Preis",115,"Oerlikon",115,"Wohnzone 6",2013,".",".",".",".",".",".","10460"
"Preis",115,"Oerlikon",115,"Wohnzone 6",2012,".",".",".",".",".",".","9090"
"Preis",115,"Oerlikon",115,"Wohnzone 6",2011,".",".",".",".",".",".","8000"
"Preis",115,"Oerlikon",115,"Wohnzone 6",2010,".",".",".",".",".",".","6920"
"Preis",115,"Oerlikon",115,"Wohnzone 6",2009,".",".",".",".",".",".","6560"
"Preis",115,"Oerlikon",115,"Wohnzone 6",2008,".",".",".",".",".",".","."
"Zahl",115,"Oerlikon",115,"Wohnzone 6",2021,"","1–3","1–3","","","","17"
"Zahl",115,"Oerlikon",115,"Wohnzone 6",2020,"","1–3","1–3","","","","19"
"Zahl",115,"Oerlikon",115,"Wohnzone 6",2019,"","","","","","","14"
"Zahl",115,"Oerlikon",115,"Wohnzone 6",2018,"","","","","","","15"
"Zahl",115,"Oerlikon",115,"Wohnzone 6",2017,"","","","","","","48"
"Zahl",115,"Oerlikon",115,"Wohnzone 6",2016,"","","","","","","20"
"Zahl",115,"Oerlikon",115,"Wohnzone 6",2015,"","","","","","","36"
"Zahl",115,"Oerlikon",115,"Wohnzone 6",2014,"","","","","","","25"
"Zahl",115,"Oerlikon",115,"Wohnzone 6",2013,"","","","","","","48"
"Zahl",115,"Oerlikon",115,"Wohnzone 6",2012,"","","","","","","31"
"Zahl",115,"Oerlikon",115,"Wohnzone 6",2011,"","","","","","","37"
"Zahl",115,"Oerlikon",115,"Wohnzone 6",2010,"","","","","","","32"
"Zahl",115,"Oerlikon",115,"Wohnzone 6",2009,"","","","","","","26"
"Zahl",115,"Oerlikon",115,"Wohnzone 6",2008,"","","","","","",""
"Preis",119,"Seebach",101,"Zentrumszonen",2021,"45145","29064","29064","35072","22916","23083","11690"
"Preis",119,"Seebach",101,"Zentrumszonen",2020,"8155","23960","10774","6099","16997","14243","9440"
"Preis",119,"Seebach",101,"Zentrumszonen",2019,".","25199","25199",".","18149","18149","9170"
"Preis",119,"Seebach",101,"Zentrumszonen",2018,"2933","26623","26094","2877","18080","17830","9130"
"Preis",119,"Seebach",101,"Zentrumszonen",2017,"8428","25542","20189","4882","17821","17789","9200"
"Preis",119,"Seebach",101,"Zentrumszonen",2016,".","21524","20752",".","12969","12948","9790"
"Preis",119,"Seebach",101,"Zentrumszonen",2015,"13699","22865","22794",".","18366","18366","8390"
"Preis",119,"Seebach",101,"Zentrumszonen",2014,"13303",".","11618","2538",".","2538","7150"
"Preis",119,"Seebach",101,"Zentrumszonen",2013,".",".",".",".",".",".","7360"
"Preis",119,"Seebach",101,"Zentrumszonen",2012,".","6066","6066",".",".",".","6400"
"Preis",119,"Seebach",101,"Zentrumszonen",2011,"3865","12621","8243",".",".",".","5380"
"Preis",119,"Seebach",101,"Zentrumszonen",2010,"6427","10616","10583","2523","556","1718","5600"
"Preis",119,"Seebach",101,"Zentrumszonen",2009,"668","11283","10789","1303","1262","1262","5480"
"Preis",119,"Seebach",101,"Zentrumszonen",2008,".",".",".",".",".",".","."
"Zahl",119,"Seebach",101,"Zentrumszonen",2021,"1–3","255","257","","","","292"
"Zahl",119,"Seebach",101,"Zentrumszonen",2020,"1–3","5-7","18-20","","","","22"
"Zahl",119,"Seebach",101,"Zentrumszonen",2019,"","2-4","2-4","","","","20"
"Zahl",119,"Seebach",101,"Zentrumszonen",2018,"1–3","7-9","8","","","","32"
"Zahl",119,"Seebach",101,"Zentrumszonen",2017,"1–3","10","12-14","","","","35"
"Zahl",119,"Seebach",101,"Zentrumszonen",2016,"","33","35","","","","40"
"Zahl",119,"Seebach",101,"Zentrumszonen",2015,"1–3","26","26-28","","","","70"
"Zahl",119,"Seebach",101,"Zentrumszonen",2014,"1–3","","1–3","","","","42"
"Zahl",119,"Seebach",101,"Zentrumszonen",2013,"","","","","","","29"
"Zahl",119,"Seebach",101,"Zentrumszonen",2012,"","1–3","1–3","","","","50"
"Zahl",119,"Seebach",101,"Zentrumszonen",2011,"1–3","1–3","1–3","","","","25"
"Zahl",119,"Seebach",101,"Zentrumszonen",2010,"2-4","1–3","6-8","","","","77"
"Zahl",119,"Seebach",101,"Zentrumszonen",2009,"3-5","17-19","23-25","","","","64"
"Zahl",119,"Seebach",101,"Zentrumszonen",2008,"","","","","","",""
"Preis",119,"Seebach",103,"Quartiererhaltungszonen",2021,"19518",".","19518","5079",".","5079","11690"
"Preis",119,"Seebach",103,"Quartiererhaltungszonen",2020,".",".",".",".",".",".","9440"
"Preis",119,"Seebach",103,"Quartiererhaltungszonen",2019,"12514",".","12514","4435",".","4435","9170"
"Preis",119,"Seebach",103,"Quartiererhaltungszonen",2018,".",".",".",".",".",".","9130"
"Preis",119,"Seebach",103,"Quartiererhaltungszonen",2017,"14820",".","14820","4908",".","4908","9200"
"Preis",119,"Seebach",103,"Quartiererhaltungszonen",2016,"14572",".","14572","1594",".","1594","9790"
"Preis",119,"Seebach",103,"Quartiererhaltungszonen",2015,"12727",".","12727","2612",".","2612","8390"
"Preis",119,"Seebach",103,"Quartiererhaltungszonen",2014,".",".",".",".",".",".","7150"
"Preis",119,"Seebach",103,"Quartiererhaltungszonen",2013,"8065",".","8065",".",".",".","7360"
"Preis",119,"Seebach",103,"Quartiererhaltungszonen",2012,"9497",".","9497","3073",".","3073","6400"
"Preis",119,"Seebach",103,"Quartiererhaltungszonen",2011,"8519",".","8519","1267",".","1267","5380"
"Preis",119,"Seebach",103,"Quartiererhaltungszonen",2010,"5397",".","1671","464",".","464","5600"
"Preis",119,"Seebach",103,"Quartiererhaltungszonen",2009,"6381",".","6381",".",".",".","5480"
"Preis",119,"Seebach",103,"Quartiererhaltungszonen",2008,".",".",".",".",".",".","."
"Zahl",119,"Seebach",103,"Quartiererhaltungszonen",2021,"1–3","","1–3","","","","292"
"Zahl",119,"Seebach",103,"Quartiererhaltungszonen",2020,"","","","","","","22"
"Zahl",119,"Seebach",103,"Quartiererhaltungszonen",2019,"1–3","","1–3","","","","20"
"Zahl",119,"Seebach",103,"Quartiererhaltungszonen",2018,"","","","","","","32"
"Zahl",119,"Seebach",103,"Quartiererhaltungszonen",2017,"1–3","","1–3","","","","35"
"Zahl",119,"Seebach",103,"Quartiererhaltungszonen",2016,"1–3","","1–3","","","","40"
"Zahl",119,"Seebach",103,"Quartiererhaltungszonen",2015,"1–3","","1–3","","","","70"
"Zahl",119,"Seebach",103,"Quartiererhaltungszonen",2014,"","","","","","","42"
"Zahl",119,"Seebach",103,"Quartiererhaltungszonen",2013,"1–3","","1–3","","","","29"
"Zahl",119,"Seebach",103,"Quartiererhaltungszonen",2012,"1–3","","1–3","","","","50"
"Zahl",119,"Seebach",103,"Quartiererhaltungszonen",2011,"5","","5","","","","25"
"Zahl",119,"Seebach",103,"Quartiererhaltungszonen",2010,"1–3","","1–3","","","","77"
"Zahl",119,"Seebach",103,"Quartiererhaltungszonen",2009,"1–3","","1–3","","","","64"
"Zahl",119,"Seebach",103,"Quartiererhaltungszonen",2008,"","","","","","",""
"Preis",119,"Seebach",111,"Wohnzone 2",2021,".",".",".",".",".",".","11690"
"Preis",119,"Seebach",111,"Wohnzone 2",2020,".",".",".",".",".",".","9440"
"Preis",119,"Seebach",111,"Wohnzone 2",2019,".",".",".",".",".",".","9170"
"Preis",119,"Seebach",111,"Wohnzone 2",2018,"4110","6516","4657","2319","1045","2066","9130"
"Preis",119,"Seebach",111,"Wohnzone 2",2017,"4189","7631","5865","2436","3078","3048","9200"
"Preis",119,"Seebach",111,"Wohnzone 2",2016,"3079","6540","3438","1464","2727","1671","9790"
"Preis",119,"Seebach",111,"Wohnzone 2",2015,"2752","8578","8574","2509","3204","3136","8390"
"Preis",119,"Seebach",111,"Wohnzone 2",2014,"2383","4874","3874","1177","2054","1229","7150"
"Preis",119,"Seebach",111,"Wohnzone 2",2013,"2116","5821","4194","705","2321","753","7360"
"Preis",119,"Seebach",111,"Wohnzone 2",2012,"2633","5824","3653","1228","2386","1703","6400"
"Preis",119,"Seebach",111,"Wohnzone 2",2011,"3298","8672","3322","1449","4674","1619","5380"
"Preis",119,"Seebach",111,"Wohnzone 2",2010,"3315","5838","3315","828","2554","862","5600"
"Preis",119,"Seebach",111,"Wohnzone 2",2009,"1603","4433","1649","275","1506","361","5480"
"Preis",119,"Seebach",111,"Wohnzone 2",2008,".",".",".",".",".",".","."
"Zahl",119,"Seebach",111,"Wohnzone 2",2021,"","","","","","","292"
"Zahl",119,"Seebach",111,"Wohnzone 2",2020,"","","","","","","22"
"Zahl",119,"Seebach",111,"Wohnzone 2",2019,"","","","","","","20"
"Zahl",119,"Seebach",111,"Wohnzone 2",2018,"6","7","13","","","","32"
"Zahl",119,"Seebach",111,"Wohnzone 2",2017,"6","11","17","","","","35"
"Zahl",119,"Seebach",111,"Wohnzone 2",2016,"10","7","17","","","","40"
"Zahl",119,"Seebach",111,"Wohnzone 2",2015,"5","31","36","","","","70"
"Zahl",119,"Seebach",111,"Wohnzone 2",2014,"9","4","13","","","","42"
"Zahl",119,"Seebach",111,"Wohnzone 2",2013,"6","4-6","11","","","","29"
"Zahl",119,"Seebach",111,"Wohnzone 2",2012,"9","5","14","","","","50"
"Zahl",119,"Seebach",111,"Wohnzone 2",2011,"5-7","1–3","6","","","","25"
"Zahl",119,"Seebach",111,"Wohnzone 2",2010,"8","1–3","12","","","","77"
"Zahl",119,"Seebach",111,"Wohnzone 2",2009,"11","1–3","15","","","","64"
"Zahl",119,"Seebach",111,"Wohnzone 2",2008,"","","","","","",""
"Preis",119,"Seebach",112,"Wohnzone 3",2021,"3715","11856","7237","2228","7161","5202","11690"
"Preis",119,"Seebach",112,"Wohnzone 3",2020,"4471","8625","5137","2488","4615","2610","9440"
"Preis",119,"Seebach",112,"Wohnzone 3",2019,"4162",".","4162","2300",".","2300","9170"
"Preis",119,"Seebach",112,"Wohnzone 3",2018,"4022","6307","4787","1819","4126","2403","9130"
"Preis",119,"Seebach",112,"Wohnzone 3",2017,"4980","9111","8475","2398","5648","4704","9200"
"Preis",119,"Seebach",112,"Wohnzone 3",2016,"4373","7741","7713","1704","4227","3946","9790"
"Preis",119,"Seebach",112,"Wohnzone 3",2015,"4759","11315","7946","1656","5724","4332","8390"
"Preis",119,"Seebach",112,"Wohnzone 3",2014,"3182","9481","8482","1329","4123","4078","7150"
"Preis",119,"Seebach",112,"Wohnzone 3",2013,"2414","7597","5942","1331","2279","1798","7360"
"Preis",119,"Seebach",112,"Wohnzone 3",2012,"3214","7370","6497","1312","2779","2573","6400"
"Preis",119,"Seebach",112,"Wohnzone 3",2011,"3051","5528","4714","1342","4023","2694","5380"
"Preis",119,"Seebach",112,"Wohnzone 3",2010,"2649","7777","7632","962","4795","4537","5600"
"Preis",119,"Seebach",112,"Wohnzone 3",2009,"1940","5142","4945","642","1652","1382","5480"
"Preis",119,"Seebach",112,"Wohnzone 3",2008,"2270","3370","3295","804","354","395","."
"Zahl",119,"Seebach",112,"Wohnzone 3",2021,"9","10","20","","","","292"
"Zahl",119,"Seebach",112,"Wohnzone 3",2020,"6-8","1–3","11","","","","22"
"Zahl",119,"Seebach",112,"Wohnzone 3",2019,"12","","12-14","","","","20"
"Zahl",119,"Seebach",112,"Wohnzone 3",2018,"7-9","9","17","","","","32"
"Zahl",119,"Seebach",112,"Wohnzone 3",2017,"6","21","27","","","","35"
"Zahl",119,"Seebach",112,"Wohnzone 3",2016,"6-8","18","26","","","","40"
"Zahl",119,"Seebach",112,"Wohnzone 3",2015,"7","24","31","","","","70"
"Zahl",119,"Seebach",112,"Wohnzone 3",2014,"3-5","35","40","","","","42"
